"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L314","PatientEncounterPhoto","femr.data.models.mysql.PatientEncounterPhoto","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientEncounterPhoto.java","25","1","54","2","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","25","30","2","2","2","2","4","0","4","2","4","4","0","4","2","25","30","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"L318","PatientEncounterTabField","femr.data.models.mysql.PatientEncounterTabField","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientEncounterTabField.java","27","1","127","2","0","0","0","0","0","0","0","0","0","0","0","16","6","5","0","2","18","0","0","0","0","0","17","0","0","1","1","0","0","1","84","101","8","8","8","8","16","0","16","8","16","16","0","16","8","84","101","8","8","8","8","16","0","16","8","16","16","0","16","8","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L190","PatientEncounterVital","femr.data.models.mysql.PatientEncounterVital","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientEncounterVital.java","26","1","98","2","0","0","0","0","0","0","0","0","0","0","0","11","3","4","0","0","11","0","0","0","0","0","12","0","0","1","1","0","0","1","62","73","6","6","6","6","11","0","11","5","11","11","0","11","5","62","73","6","6","6","6","11","0","11","5","11","11","0","11","5","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L322","PatientPrescription","femr.data.models.mysql.PatientPrescription","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientPrescription.java","27","1","162","2","0","0","0","0","0","0","0","0","1","0","0","21","10","7","1","0","21","0","0","0","0","0","22","0","0","1","1","0","0","1","115","136","11","10","11","10","21","0","21","10","21","21","0","21","10","115","136","11","10","11","10","21","0","21","10","21","21","0","21","10","0","0","53","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","0","0"
"L326","PatientPrescriptionReplacement","femr.data.models.mysql.PatientPrescriptionReplacement","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientPrescriptionReplacement.java","9","1","60","2","0","0","0","0","0","0","0","0","0","0","0","7","5","4","0","0","7","0","0","0","0","0","8","0","0","1","1","0","0","1","44","52","4","4","4","4","7","0","7","3","7","7","0","7","3","44","52","4","4","4","4","7","0","7","3","7","7","0","7","3","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L330","PatientPrescriptionReplacementReason","femr.data.models.mysql.PatientPrescriptionReplacementReason","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\PatientPrescriptionReplacementReason.java","10","1","46","2","0","0","0","0","0","0","0","0","0","0","0","5","1","4","0","0","5","0","0","0","0","0","6","0","0","1","1","0","0","1","31","37","3","3","3","3","5","0","5","2","5","5","0","5","2","31","37","3","3","3","3","5","0","5","2","5","5","0","5","2","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L334","Photo","femr.data.models.mysql.Photo","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\Photo.java","26","1","74","2","0","0","0","0","0","0","0","0","0","0","0","8","1","4","0","0","8","0","0","0","0","0","9","0","0","1","1","0","0","1","41","49","4","4","4","4","8","0","8","4","8","8","0","8","4","41","49","4","4","4","4","8","0","8","4","8","8","0","8","4","0","0","19","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"L358","Role","femr.data.models.mysql.Role","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\Role.java","28","1","56","2","0","0","0","0","0","0","0","0","0","0","0","4","1","5","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L6377","Roles","femr.data.models.mysql.Roles","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\Roles.java","21","1","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","8","6","0","6","0","0","6","0","0","0","0","6","0","0","8","8","6","0","6","0","0","6","0","0","0","0","6","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"L338","SystemSetting","femr.data.models.mysql.SystemSetting","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\SystemSetting.java","28","1","68","2","0","0","0","0","0","0","0","0","1","0","0","6","1","6","1","0","6","0","0","0","0","0","7","0","0","1","1","0","0","1","35","41","3","2","3","2","6","0","6","3","6","6","0","6","3","35","41","3","2","3","2","6","0","6","3","6","6","0","6","3","0","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L342","Tab","femr.data.models.mysql.Tab","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\Tab.java","27","1","139","2","0","0","0","0","0","0","0","0","0","0","0","18","2","5","1","0","18","0","0","0","0","0","19","0","0","1","1","0","0","1","95","113","9","9","9","9","18","0","18","9","18","18","0","18","9","95","113","9","9","9","9","18","0","18","9","18","18","0","18","9","0","0","46","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","7","0","0","0","0","0"
"L346","TabField","femr.data.models.mysql.TabField","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\TabField.java","28","1","131","2","0","0","0","0","0","0","0","0","0","0","0","16","7","8","1","0","16","0","0","0","0","0","17","0","0","1","1","0","0","1","88","104","8","8","8","8","16","0","16","8","16","16","0","16","8","88","104","8","8","8","8","16","0","16","8","16","16","0","16","8","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L354","TabFieldSize","femr.data.models.mysql.TabFieldSize","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\TabFieldSize.java","28","1","56","2","0","0","0","0","0","0","0","0","0","0","0","4","1","5","1","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L350","TabFieldType","femr.data.models.mysql.TabFieldType","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\TabFieldType.java","28","1","56","2","0","0","0","0","0","0","0","0","0","0","0","4","1","5","1","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","25","29","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L362","User","femr.data.models.mysql.User","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\User.java","30","1","208","2","0","0","0","0","0","0","0","0","1","1","1","29","3","13","2","0","28","0.0344828","0.0512821","8","4","1","28","0.0512821","8","1","1","0","0","1","148","179","14","14","14","14","28","0","28","13","28","30","0","28","13","148","179","14","14","14","14","28","0","28","13","28","30","0","28","13","0","0","66","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","9","0","0","0","0","0"
"L366","Vital","femr.data.models.mysql.Vital","L5519","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\data\models\mysql\Vital.java","25","1","89","2","0","0","0","0","0","0","0","0","0","0","0","10","1","6","0","0","10","0","0","0","0","0","11","0","0","1","1","0","0","1","55","65","5","5","5","5","10","0","10","5","10","10","0","10","5","55","65","5","5","5","5","10","0","10","5","10","10","0","10","5","0","0","23","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"L6630","AdminController","femr.ui.controllers.admin.AdminController","L6623","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\admin\AdminController.java","30","1","44","2","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","13","15","1","0","1","0","2","0","2","0","2","3","0","2","0","13","15","1","0","1","0","2","0","2","0","2","3","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6642","ConfigureController","femr.ui.controllers.admin.ConfigureController","L6623","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\admin\ConfigureController.java","39","1","81","2","0","0","0","0","0","0","0","0","1","1","1","6","8","0","0","10","13","0","0","0","0","0","4","0","0","0","0","0","0","0","33","43","3","0","3","0","3","0","3","0","3","15","0","3","0","33","43","3","0","3","0","3","0","3","0","3","15","0","3","0","0","0","9","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"L6675","InventoryController","femr.ui.controllers.admin.InventoryController","L6623","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\admin\InventoryController.java","41","1","274","2","0.193277","2","5","3","0.149573","0.204082","35","30","1","5","5","28","12","0","0","32","38","0.428571","0.174157","31","9","3","4","0.174157","31","0","0","0","0","0","147","234","6","0","6","0","6","0","6","0","6","80","0","6","0","147","234","6","0","6","0","6","0","6","0","6","80","0","6","0","0","0","37","8","2","0","0","0","0","20","0","0","0","3","0","3","0","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","0"
"L6751","TripController","femr.ui.controllers.admin.TripController","L6623","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\admin\TripController.java","27","1","259","2","0.258809","2","10","5","0.236051","0.27673","55","44","1","2","2","28","16","0","0","44","54","0.1","0.0751445","13","7","1","9","0.0751445","13","0","0","0","0","0","160","233","5","0","5","0","10","0","9","0","10","95","0","9","0","160","233","5","0","5","0","10","0","9","0","10","95","0","9","0","0","0","52","12","7","0","0","5","0","25","0","0","0","0","0","4","0","3","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","2","0"
"L6852","UsersController","femr.ui.controllers.admin.UsersController","L6623","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\admin\UsersController.java","47","1","258","2","0","0","0","0","0","0","0","0","1","4","4","30","13","0","0","54","62","0.75","0.0689655","12","9","6","2","0.0689655","12","0","0","0","0","0","162","212","6","0","6","0","8","0","7","0","8","106","0","7","0","162","212","6","0","6","0","8","0","7","0","8","106","0","7","0","0","0","28","5","5","0","0","1","0","0","0","0","0","3","0","5","0","4","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0"
"L6968","FieldHelper","femr.ui.controllers.helpers.FieldHelper","L6965","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\helpers\FieldHelper.java","14","1","162","2","0.437788","2","15","5","0.369128","0.404255","55","38","5","4","3","25","4","1","1","4","9","0.833333","0.153846","16","12","5","1","0.145455","16","0","0","0","0","0","88","142","0","0","0","0","5","0","5","0","5","61","0","5","0","94","149","0","0","0","0","6","0","6","0","6","62","0","6","0","0","0","42","3","0","0","0","0","0","25","0","1","0","0","0","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L7760","SuperuserController","femr.ui.controllers.superuser.SuperuserController","L7756","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\superuser\SuperuserController.java","32","1","48","2","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","13","17","1","0","1","0","2","0","2","0","2","3","0","2","0","13","17","1","0","1","0","2","0","2","0","2","3","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7766","TabController","femr.ui.controllers.superuser.TabController","L7756","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\controllers\superuser\TabController.java","28","1","180","2","0.0684736","1","3","1","0.0718954","0.0775862","11","9","1","3","3","28","12","0","0","43","48","0.333333","0.107692","14","2","2","4","0.107692","14","0","0","0","0","0","116","153","4","0","4","0","5","0","5","0","5","81","0","5","0","116","153","4","0","4","0","5","0","5","0","5","81","0","5","0","0","0","25","11","6","0","0","6","0","7","0","0","0","1","0","4","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0"
"L8009","AllowedRolesAction","femr.ui.helpers.security.AllowedRolesAction","L7986","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\helpers\security\AllowedRolesAction.java","13","1","56","2","0","0","0","0","0","0","0","0","1","2","2","7","3","0","0","2","5","0","0","0","0","0","3","0","0","0","0","0","0","0","33","44","1","0","1","0","3","0","2","0","3","18","0","2","0","33","44","1","0","1","0","3","0","2","0","3","18","0","2","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8024","FEMRAuthenticated","femr.ui.helpers.security.FEMRAuthenticated","L7986","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\helpers\security\FEMRAuthenticated.java","13","1","44","2","0","0","0","0","0","0","0","0","1","2","2","6","0","0","0","0","2","0","0.111111","3","0","0","3","0.111111","3","0","0","0","0","0","24","32","0","1","0","1","2","0","2","0","2","14","0","2","0","24","32","0","1","0","1","2","0","2","0","2","14","0","2","0","0","0","7","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7018","fieldValueViewModel","femr.ui.models.history.fieldValueViewModel","L8342","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\history\fieldValueViewModel.java","21","1","49","2","0","0","0","0","0","0","0","0","0","0","0","6","0","1","2","0","6","0","0","0","0","0","7","0","0","0","0","0","0","0","23","29","3","3","3","3","6","0","6","3","6","6","0","6","3","23","29","3","3","3","3","6","0","6","3","6","6","0","6","3","0","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L7069","IndexEncounterMedicalViewModel","femr.ui.models.history.IndexEncounterMedicalViewModel","L8342","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\history\IndexEncounterMedicalViewModel.java","28","1","131","2","0","0","0","0","0","0","0","0","1","0","0","21","4","1","1","0","21","0.0454545","0.0740741","6","5","1","21","0.0740741","6","0","0","0","0","0","75","104","10","10","10","10","21","0","21","10","21","21","0","21","10","75","104","10","10","10","10","21","0","21","10","21","21","0","21","10","0","0","51","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","0","0"
"L7074","IndexEncounterPharmacyViewModel","femr.ui.models.history.IndexEncounterPharmacyViewModel","L8342","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\history\IndexEncounterPharmacyViewModel.java","25","1","47","2","0","0","0","0","0","0","0","0","0","0","0","4","1","1","1","0","4","0.2","0.0588235","1","1","1","4","0.0588235","1","0","0","0","0","0","16","23","2","2","2","2","4","0","4","2","4","4","0","4","2","16","23","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7064","IndexEncounterViewModel","femr.ui.models.history.IndexEncounterViewModel","L8342","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\history\IndexEncounterViewModel.java","23","1","46","2","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1","0","4","0","0.111111","2","2","0","5","0.111111","2","0","0","0","0","0","16","24","2","2","2","2","4","0","4","2","4","4","0","4","2","16","24","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7046","IndexPatientViewModelGet","femr.ui.models.history.IndexPatientViewModelGet","L8342","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\history\IndexPatientViewModelGet.java","25","1","57","2","0","0","0","0","0","0","0","0","0","0","0","6","2","1","1","0","6","0","0.148148","4","4","0","7","0.148148","4","0","0","0","0","0","23","33","3","3","3","3","6","0","6","3","6","6","0","6","3","23","33","3","3","3","3","6","0","6","3","6","6","0","6","3","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7205","EditViewModelGet","femr.ui.models.medical.EditViewModelGet","L8445","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\medical\EditViewModelGet.java","24","1","119","2","0","0","0","0","0","0","0","0","0","2","2","21","8","1","5","1","20","0","0.0649351","5","5","0","20","0.0649351","5","0","0","0","0","0","72","96","9","10","9","10","19","0","19","9","19","22","0","19","9","72","96","9","10","9","10","19","0","19","9","19","22","0","19","9","0","1","48","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0"
"L761","EditViewModelPost","femr.ui.models.medical.EditViewModelPost","L8445","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\medical\EditViewModelPost.java","26","1","99","2","0","0","0","0","0","0","0","0","0","0","0","16","3","3","2","0","16","0","0.0181818","1","1","0","17","0.0181818","1","0","0","0","0","0","54","74","8","8","8","8","16","0","16","8","16","16","0","16","8","54","74","8","8","8","8","16","0","16","8","16","16","0","16","8","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L7164","UpdateVitalsModel","femr.ui.models.medical.UpdateVitalsModel","L8445","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\medical\UpdateVitalsModel.java","21","1","121","2","0","0","0","0","0","0","0","0","0","0","0","22","0","1","1","0","22","0","0.0246914","2","0","0","23","0.0246914","2","0","0","0","0","0","79","101","11","11","11","11","22","0","22","11","22","22","0","22","11","79","101","11","11","11","11","22","0","22","11","22","22","0","22","11","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0"
"L7443","EditViewModelGet","femr.ui.models.pharmacy.EditViewModelGet","L8577","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\pharmacy\EditViewModelGet.java","25","1","80","2","0","0","0","0","0","0","0","0","0","0","0","12","6","1","1","0","12","0.0769231","0.0697674","3","3","1","12","0.0697674","3","0","0","0","0","0","40","56","6","6","6","6","12","0","12","6","12","12","0","12","6","40","56","6","6","6","6","12","0","12","6","12","12","0","12","6","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"L7419","EditViewModelPost","femr.ui.models.pharmacy.EditViewModelPost","L8577","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\pharmacy\EditViewModelPost.java","26","1","58","2","0","0","0","0","0","0","0","0","0","0","0","4","1","1","1","0","4","0","0.304348","7","0","0","5","0.304348","7","0","0","0","0","0","16","33","2","2","2","2","4","0","4","2","4","4","0","4","2","16","33","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7504","FilterViewModel","femr.ui.models.research.FilterViewModel","L8617","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\ui\models\research\FilterViewModel.java","24","1","154","2","0","0","0","0","0","0","0","0","1","0","0","24","1","1","2","0","24","0.04","0.458716","50","46","1","24","0.458716","50","0","0","0","0","0","59","131","13","11","13","11","24","0","24","12","24","24","0","24","12","59","131","13","11","13","11","24","0","24","12","24","24","0","24","12","0","0","51","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","8","0","0","0","1","0"
